path_local,rel_norm,dominio,suffix,ok,encoding_used,delimiter,n_rows,n_cols,columns,date_cols_guess,min_date,max_date,error
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Consumo Fornos/2025_F5_Consumo.csv,Consumo Fornos/2025_F5_Consumo.csv,Consumo Fornos,.csv,True,utf-8,",",904604,27,Forno|Data|Folha|Bal.|Silo|C�digo|Descri��o|Umid. (%)|Peso �mido (kg/t)|Lote|Mn (%)|Fe (%)|SiO2 (%)|CaO (%)|MgO (%)|Al2O3 (%)|K2O (%)|Na2O (%)|BaO (%)|P (%)|TiO2 (%)|C (%)|C. Fixo (%)|Cinzas (%)|Vol�teis (%)|Consumo Bruto (t)|Unnamed: 26,Data,2025-01-01 00:00:00+00:00,2025-04-28 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2018_F1_Corrida.csv,Corridas/2018_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",2910,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2019_F1_Corrida.csv,Corridas/2019_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",2816,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2019-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2020_F1_Corrida.csv,Corridas/2020_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",2935,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2020-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2021_F1_Corrida.csv,Corridas/2021_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",3157,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2021-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2022_F1_Corrida.csv,Corridas/2022_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",3184,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2022-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2023_F1_Corrida.csv,Corridas/2023_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",3075,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2023-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2024_F1_Corrida.csv,Corridas/2024_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",2670,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2024-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2025_F1_Corrida.csv,Corridas/2025_F1_Corrida.csv,Corridas,.csv,True,utf-8,",",946,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2025-01-01 00:00:00+00:00,2025-04-29 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2018_F2_Corrida.csv,Corridas/2018_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",2885,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2019_F2_Corrida.csv,Corridas/2019_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",2573,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2019-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2020_F2_Corrida.csv,Corridas/2020_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",2795,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2020-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2021_F2_Corrida.csv,Corridas/2021_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",3128,35,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas|Unnamed: 34,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2021-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2022_F2_Corrida.csv,Corridas/2022_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",3150,35,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas|Unnamed: 34,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2022-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2023_F2_Corrida.csv,Corridas/2023_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",3106,35,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas|Unnamed: 34,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2023-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2024_F2_Corrida.csv,Corridas/2024_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",3048,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2024-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2025_F2_Corrida.csv,Corridas/2025_F2_Corrida.csv,Corridas,.csv,True,utf-8,",",1006,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2025-01-01 00:00:00+00:00,2025-04-29 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2018_F3_Corrida.csv,Corridas/2018_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",2582,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2018-01-02 00:00:00+00:00,2018-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2019_F3_Corrida.csv,Corridas/2019_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",2133,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2019-01-01 00:00:00+00:00,2019-09-30 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2020_F3_Corrida.csv,Corridas/2020_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",2678,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2020-02-09 00:00:00+00:00,2020-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2021_F3_Corrida.csv,Corridas/2021_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",3142,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2021-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2022_F3_Corrida.csv,Corridas/2022_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",2648,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2022-01-01 00:00:00+00:00,2022-10-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2023_F3_Corrida.csv,Corridas/2023_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",2027,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2023-02-23 00:00:00+00:00,2023-10-01 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2024_F3_Corrida.csv,Corridas/2024_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",1853,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2024-03-26 00:00:00+00:00,2024-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2025_F3_Corrida.csv,Corridas/2025_F3_Corrida.csv,Corridas,.csv,True,utf-8,",",1008,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2025-01-01 00:00:00+00:00,2025-04-29 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2018_F4_Corrida.csv,Corridas/2018_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",3046,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2018-01-01 00:00:00+00:00,2018-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2019_F4_Corrida.csv,Corridas/2019_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",2828,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2019-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2020_F4_Corrida.csv,Corridas/2020_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",3407,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2020-01-01 00:00:00+00:00,2020-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2021_F4_Corrida.csv,Corridas/2021_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",4116,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2021-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2022_F4_Corrida.csv,Corridas/2022_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",3639,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2022-01-01 00:00:00+00:00,2022-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2023_F4_Corrida.csv,Corridas/2023_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",4137,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2023-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2024_F4_Corrida.csv,Corridas/2024_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",4104,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2024-01-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,
/home/wilson/Maringa/fase_1_diagnostico/dados/dados_iniciais/Corridas/2025_F4_Corrida.csv,Corridas/2025_F4_Corrida.csv,Corridas,.csv,True,utf-8,",",1235,34,Forno|Data_Base|Produto|Codigo|Bica|Data_Inicio|Data_Final|Energia_Consumida|Num_Lingote|Producao_Bruta|Lote_Destino|Esc_IB|Vol_Escoria|Sit_Escoria|Liga_Mn|Liga_Si|Liga_Fe|Liga_C|Liga_P|Liga_S|Liga_Al|Liga_Ti|Esc_MnO|Esc_CaO|Esc_MgO|Esc_SiO2|Esc_FeO|Esc_Al2O3|Esc_BaO|Esc_Na2O|Esc_K2O|Esc_TiO2|Esc_SO3|Horas Trabalhadas,Data_Base|Data_Inicio|Data_Final|Horas Trabalhadas,2025-01-01 00:00:00+00:00,2025-04-29 00:00:00+00:00,
