file_id,relative_path,file_name,ext,size_mb,last_modified,type_guess,forno_guess,variable_guess,n_cols,has_timestamp,timestamp_column,encoding_used,notes
9e8b15a64e,dados_iniciais/Corridas/2021_F1_Corrida.csv,2021_F1_Corrida.csv,.csv,0.654,2025-04-30T10:37:52,csv,,Corrida,34,yes,Data_Base,utf-8,
e32e68752f,dados_iniciais/Corridas/2021_F3_Corrida.csv,2021_F3_Corrida.csv,.csv,0.667,2025-04-30T10:38:04,csv,,Corrida,34,yes,Data_Base,utf-8,
14a50928bc,dados_iniciais/Corridas/2024_F1_Corrida.csv,2024_F1_Corrida.csv,.csv,0.554,2025-04-30T10:39:24,csv,,Corrida,34,yes,Data_Base,utf-8,
8d5cb18456,dados_iniciais/Corridas/2022_F1_Corrida.csv,2022_F1_Corrida.csv,.csv,0.672,2025-04-30T10:38:24,csv,,Corrida,34,yes,Data_Base,utf-8,
25f1e70e4c,dados_iniciais/Corridas/2024_F2_Corrida.csv,2024_F2_Corrida.csv,.csv,0.633,2025-04-30T10:39:28,csv,,Corrida,34,yes,Data_Base,utf-8,
df01a1c2f2,dados_iniciais/Corridas/2020_F4_Corrida.csv,2020_F4_Corrida.csv,.csv,0.742,2025-04-30T10:37:36,csv,,Corrida,34,yes,Data_Base,utf-8,
7026460c2d,dados_iniciais/Corridas/2021_F2_Corrida.csv,2021_F2_Corrida.csv,.csv,0.654,2025-04-30T10:37:58,csv,,Corrida,35,yes,Data_Base,utf-8,
83e1782ab4,dados_iniciais/Consumo Fornos/2022_F2_Consumo.csv,2022_F2_Consumo.csv,.csv,26.68,2025-04-29T19:27:58,csv,,Consumo,26,yes,Data,latin1,
5f7d2c47c4,dados_iniciais/Consumo Fornos/2024_F3_Consumo.csv,2024_F3_Consumo.csv,.csv,27.153,2025-04-29T19:30:30,csv,,Consumo,28,yes,Data,latin1,
8d3f9277a8,dados_iniciais/Consumo Fornos/2025_F4_Consumo.csv,2025_F4_Consumo.csv,.csv,24.683,2025-04-29T19:31:50,csv,,Consumo,27,yes,Data,latin1,
67cbf84517,dados_iniciais/Consumo Fornos/2019_F2_Consumo.csv,2019_F2_Consumo.csv,.csv,27.429,2025-04-29T19:24:02,csv,,Consumo,26,yes,Data,latin1,
1f13c11fd4,dados_iniciais/Consumo Fornos/2021_F2_Consumo.csv,2021_F2_Consumo.csv,.csv,28.123,2025-04-29T19:26:34,csv,,Consumo,27,yes,Data,latin1,
af0488286c,dados_iniciais/Consumo Fornos/2024_F5_Consumo.csv,2024_F5_Consumo.csv,.csv,24.513,2025-04-29T19:31:00,csv,,Consumo,26,yes,Data,latin1,
d96264463d,dados_iniciais/Consumo Fornos/2022_F4_Consumo.csv,2022_F4_Consumo.csv,.csv,26.683,2025-04-29T19:28:24,csv,,Consumo,26,yes,Data,latin1,
982de3075e,dados_iniciais/Consumo Fornos/2019_F5_Consumo.csv,2019_F5_Consumo.csv,.csv,28.821,2025-04-29T19:24:48,csv,,Consumo,27,yes,Data,latin1,
0b766054fd,dados_iniciais/Consumo Fornos/2020_F2_Consumo.csv,2020_F2_Consumo.csv,.csv,27.828,2025-04-29T19:25:18,csv,,Consumo,27,yes,Data,latin1,
2f66e15ec4,dados_iniciais/Consumo Fornos/2022_F3_Consumo.csv,2022_F3_Consumo.csv,.csv,28.51,2025-04-29T19:28:10,csv,,Consumo,28,yes,Data,latin1,
da027052c4,dados_iniciais/Consumo Fornos/2022_F1_Consumo.csv,2022_F1_Consumo.csv,.csv,27.769,2025-04-29T19:27:40,csv,,Consumo,27,yes,Data,latin1,
